设备号,统计日期,二级目录,影片名称,观看开始时间,观看结束时间,用户号
11147,20170909,精彩点,那年花开月正圆(18)(高清),2017/9/9 19:13,2017/9/9 19:55,11067
11147,20170909,精彩点,警察锅哥(07)(高清),2017/9/9 14:27,2017/9/9 15:06,11067
11147,20170909,精彩点,警察锅哥(05)(高清),2017/9/9 13:07,2017/9/9 13:46,11067
11147,20170909,精彩点,那年花开月正圆(14)(高清),2017/9/9 15:59,2017/9/9 16:42,11067
11147,20170910,精彩点,警察锅哥(09)(高清),2017/9/10 12:24,2017/9/10 13:03,11067
11147,20170910,精彩点,09月08日 中国新歌声 第二季：最终突围战达布深情献唱(高清),2017/9/10 13:34,2017/9/10 15:29,11067
11147,20170910,精彩点,警察锅哥(11)(高清),2017/9/10 21:35,2017/9/10 22:19,11067
11147,20170910,精彩点,警察锅哥(17)(高清),2017/9/10 9:28,2017/9/10 10:14,11067
11147,20170910,精彩点,警察锅哥(10)(高清),2017/9/10 20:59,2017/9/10 21:35,11067
11147,20170910,精彩点,警察锅哥(12)(高清),2017/9/10 22:19,2017/9/10 23:28,11067
11147,20170910,精彩点,警察锅哥(09)(高清),2017/9/10 12:22,2017/9/10 12:24,11067
11147,20170910,精彩点,警察锅哥(08)(高清),2017/9/10 10:16,2017/9/10 12:21,11067
11147,20170910,精彩点,警察锅哥(16)(高清),2017/9/10 8:44,2017/9/10 9:28,11067
11147,20170910,精彩点,警察锅哥(18)(高清),2017/9/10 13:03,2017/9/10 13:33,11067
11147,20170910,精彩点,警察锅哥(10)(高清),2017/9/10 20:56,2017/9/10 20:59,11067
11147,20170911,精彩点,警察锅哥(21)(高清),2017/9/11 0:48,2017/9/11 21:06,11067
11147,20170911,精彩点,警察锅哥(20)(高清),2017/9/11 0:08,2017/9/11 0:48,11067
11147,20170911,精彩点,警察锅哥(21)(高清),2017/9/11 21:06,2017/9/11 21:44,11067
11147,20170911,精彩点,警察锅哥(19)(高清),2017/9/10 23:28,2017/9/11 0:09,11067
11147,20170911,精彩点,警察锅哥(24)(高清),2017/9/11 23:03,2017/9/11 23:42,11067
11147,20170911,精彩点,警察锅哥(22)(高清),2017/9/11 21:44,2017/9/11 22:25,11067
11147,20170911,精彩点,警察锅哥(23)(高清),2017/9/11 22:25,2017/9/11 23:03,11067
11147,20170913,精彩点,警察锅哥(23)(高清),2017/9/13 17:47,2017/9/13 17:48,11067
11147,20170913,精彩点,警察锅哥(27)(高清),2017/9/13 17:07,2017/9/13 17:45,11067
11147,20170913,精彩点,警察锅哥(31)(高清),2017/9/13 20:33,2017/9/13 21:12,11067
11147,20170913,精彩点,警察锅哥(30)(高清),2017/9/13 19:28,2017/9/13 20:32,11067
11147,20170913,精彩点,警察锅哥(33)(高清),2017/9/13 22:01,2017/9/13 22:30,11067
11147,20170913,精彩点,警察锅哥(30)(高清),2017/9/13 23:48,2017/9/13 23:52,11067
11147,20170913,精彩点,警察锅哥(32)(高清),2017/9/13 21:12,2017/9/13 22:00,11067
11147,20170913,精彩点,警察锅哥(34)(高清),2017/9/13 22:30,2017/9/13 23:01,11067
11147,20170913,精彩点,警察锅哥(29)(高清),2017/9/13 18:50,2017/9/13 19:28,11067
11147,20170913,精彩点,警察锅哥(09)(高清),2017/9/13 17:48,2017/9/13 17:50,11067
11147,20170913,精彩点,警察锅哥(35)(高清),2017/9/13 23:01,2017/9/13 23:47,11067
11147,20170913,精彩点,警察锅哥(26)(高清),2017/9/13 16:26,2017/9/13 17:07,11067
11147,20170913,精彩点,警察锅哥(28)(高清),2017/9/13 18:11,2017/9/13 18:50,11067
11147,20170914,精彩点,警察锅哥(32)(高清),2017/9/14 23:19,2017/9/14 23:33,11067
11147,20170914,精彩点,警察锅哥(31)(高清),2017/9/14 0:03,2017/9/14 0:42,11067
11147,20170914,精彩点,警察锅哥(32)(高清),2017/9/14 0:42,2017/9/14 23:16,11067
11147,20170914,精彩点,警察锅哥(30)(高清),2017/9/13 23:52,2017/9/14 0:03,11067
11147,20170915,精彩点,警察锅哥(42)(高清),2017/9/15 21:10,2017/9/15 21:15,11067
11147,20170915,精彩点,警察锅哥(32)(高清),2017/9/14 23:33,2017/9/15 0:05,11067
11147,20170915,精彩点,警察锅哥(34)(高清),2017/9/15 1:45,2017/9/15 1:55,11067
11147,20170915,精彩点,警察锅哥(37)(高清),2017/9/15 2:57,2017/9/15 3:19,11067
11147,20170915,精彩点,警察锅哥(35)(高清),2017/9/15 1:55,2017/9/15 2:16,11067
11147,20170915,精彩点,警察锅哥(40)(高清),2017/9/15 17:02,2017/9/15 17:10,11067
11147,20170915,精彩点,警察锅哥(34)(高清),2017/9/15 0:47,2017/9/15 1:45,11067
11147,20170915,精彩点,警察锅哥(36)(高清),2017/9/15 13:48,2017/9/15 13:50,11067
11147,20170915,精彩点,警察锅哥(43)(高清),2017/9/15 21:50,2017/9/15 21:57,11067
11147,20170915,精彩点,警察锅哥(42)(高清),2017/9/15 17:11,2017/9/15 18:19,11067
11147,20170915,精彩点,警察锅哥(43)(高清),2017/9/15 21:15,2017/9/15 21:20,11067
11147,20170915,精彩点,警察锅哥(43)(高清),2017/9/15 21:20,2017/9/15 21:50,11067
11147,20170915,精彩点,警察锅哥(36)(高清),2017/9/15 2:16,2017/9/15 2:57,11067
11147,20170915,精彩点,警察锅哥(40)(高清),2017/9/15 21:08,2017/9/15 21:10,11067
11147,20170915,精彩点,警察锅哥(38)(高清),2017/9/15 3:37,2017/9/15 4:07,11067
11147,20170915,精彩点,春天里(01)(高清),2017/9/15 22:48,2017/9/15 23:31,11067
11147,20170915,精彩点,警察锅哥(44)(高清),2017/9/15 21:57,2017/9/15 22:40,11067
11147,20170915,精彩点,警察锅哥(33)(高清),2017/9/15 0:10,2017/9/15 0:47,11067
11147,20170915,精彩点,警察锅哥(44)(高清),2017/9/15 14:14,2017/9/15 16:59,11067
11147,20170915,精彩点,警察锅哥(39)(高清),2017/9/15 4:07,2017/9/15 11:45,11067
11147,20170915,精彩点,警察锅哥(43)(高清),2017/9/15 13:50,2017/9/15 14:14,11067
11147,20170915,精彩点,音乐大师课(12)(高清),2017/9/15 19:03,2017/9/15 20:25,11067
11147,20170915,精彩点,警察锅哥(44)(高清),2017/9/15 22:40,2017/9/15 22:48,11067
11147,20170915,精彩点,警察锅哥(37)(高清),2017/9/15 3:20,2017/9/15 3:37,11067
11147,20170915,精彩点,警察锅哥(32)(高清),2017/9/15 0:05,2017/9/15 0:10,11067
11147,20170916,精彩点,那年花开月正圆(29)(高清),2017/9/16 8:04,2017/9/16 8:45,11067
11147,20170916,精彩点,春天里(03)(高清),2017/9/16 0:12,2017/9/16 7:06,11067
11147,20170916,精彩点,警察锅哥(44)(高清),2017/9/16 23:14,2017/9/16 23:20,11067
11147,20170916,精彩点,09月09日 快乐大本营：“何尔萌”合体默契值突破天际(高清),2017/9/16 18:08,2017/9/16 19:30,11067
11147,20170916,精彩点,人间至味是清欢(41)(高清),2017/9/16 8:53,2017/9/16 9:32,11067
11147,20170916,精彩点,那年花开月正圆(30)(高清),2017/9/16 10:04,2017/9/16 10:42,11067
11147,20170916,精彩点,那年花开月正圆(27)(高清),2017/9/16 7:07,2017/9/16 7:39,11067
11147,20170916,精彩点,老友记 第一季(01)(高清),2017/9/16 10:43,2017/9/16 11:58,11067
11147,20170916,精彩点,09月09日 快乐大本营：“何尔萌”合体默契值突破天际(高清),2017/9/16 19:30,2017/9/16 19:44,11067
11147,20170916,精彩点,人间至味是清欢(42)(高清)(大结局),2017/9/16 9:33,2017/9/16 10:02,11067
11147,20170916,精彩点,人间至味是清欢(40)(高清),2017/9/16 8:52,2017/9/16 8:53,11067
11147,20170916,精彩点,人间至味是清欢(39)(高清),2017/9/16 8:47,2017/9/16 8:52,11067
11147,20170916,精彩点,人间至味是清欢(39)(高清),2017/9/16 8:46,2017/9/16 8:47,11067
11147,20170916,精彩点,那年花开月正圆(28)(高清),2017/9/16 7:39,2017/9/16 8:04,11067
11147,20170917,精彩点,警察锅哥(44)(高清),2017/9/16 23:20,2017/9/17 12:28,11067
11147,20170919,精彩点,那年花开月正圆(37)(高清),2017/9/19 14:52,2017/9/19 15:34,11067
11147,20170919,精彩点,密战(01),2017/9/19 16:06,2017/9/19 16:08,11067
11147,20170919,精彩点,那年花开月正圆(36)(高清),2017/9/19 15:34,2017/9/19 16:06,11067
11147,20170922,精彩点,那年花开月正圆(41)(高清),2017/9/22 13:42,2017/9/22 14:25,11067
11147,20170922,精彩点,那年花开月正圆(40)(高清),2017/9/22 13:24,2017/9/22 13:42,11067
11147,20170925,精彩点,美味奇缘(12)(高清),2017/9/25 15:20,2017/9/25 16:00,11067
11147,20170926,热点专题,俺爹是卧底(02)(高清),2017/9/26 23:13,2017/9/26 23:55,11067
11147,20170926,热点专题,俺爹是卧底(01)(高清),2017/9/26 22:30,2017/9/26 23:13,11067
11147,20170927,热点专题,俺爹是卧底(21)(高清),2017/9/27 21:29,2017/9/27 21:36,11067
11147,20170927,热点专题,俺爹是卧底(09)(高清),2017/9/27 14:23,2017/9/27 14:59,11067
11147,20170927,热点专题,俺爹是卧底(21)(高清),2017/9/27 21:36,2017/9/27 22:13,11067
11147,20170927,热点专题,俺爹是卧底(14)(高清),2017/9/27 19:31,2017/9/27 20:09,11067
11147,20170927,热点专题,俺爹是卧底(07)(高清),2017/9/27 12:53,2017/9/27 13:36,11067
11147,20170927,热点专题,俺爹是卧底(10)(高清),2017/9/27 14:59,2017/9/27 16:41,11067
11147,20170927,热点专题,俺爹是卧底(20)(高清),2017/9/27 21:20,2017/9/27 21:29,11067
11147,20170927,热点专题,俺爹是卧底(20)(高清),2017/9/27 20:09,2017/9/27 20:33,11067
11147,20170927,热点专题,俺爹是卧底(13)(高清),2017/9/27 18:52,2017/9/27 19:05,11067
11147,20170927,热点专题,俺爹是卧底(12)(高清),2017/9/27 17:27,2017/9/27 18:51,11067
11147,20170927,热点专题,俺爹是卧底(06)(高清),2017/9/27 8:58,2017/9/27 12:53,11067
11147,20170927,热点专题,俺爹是卧底(08)(高清),2017/9/27 13:36,2017/9/27 14:23,11067
11147,20170927,热点专题,俺爹是卧底(20)(高清),2017/9/27 21:10,2017/9/27 21:20,11067
11147,20170927,热点专题,俺爹是卧底(13)(高清),2017/9/27 19:05,2017/9/27 19:31,11067
11147,20170927,热点专题,俺爹是卧底(04)(高清),2017/9/27 7:25,2017/9/27 8:08,11067
11147,20170927,热点专题,俺爹是卧底(11)(高清),2017/9/27 16:41,2017/9/27 17:27,11067
11147,20170927,热点专题,俺爹是卧底(22)(高清),2017/9/27 22:13,2017/9/27 22:55,11067
11147,20170927,热点专题,俺爹是卧底(03)(高清),2017/9/26 23:59,2017/9/27 7:25,11067
11147,20170927,热点专题,俺爹是卧底(05)(高清),2017/9/27 8:08,2017/9/27 8:56,11067
11147,20170928,热点专题,俺爹是卧底(23)(高清),2017/9/27 22:55,2017/9/28 0:01,11067
11147,20170929,热点专题,俺爹是卧底(26)(高清),2017/9/29 18:16,2017/9/29 18:59,11067
11147,20170929,热点专题,俺爹是卧底(28)(高清),2017/9/29 19:33,2017/9/29 20:28,11067
11147,20170929,热点专题,俺爹是卧底(30)(高清),2017/9/29 21:11,2017/9/29 21:53,11067
11147,20170929,热点专题,俺爹是卧底(27)(高清),2017/9/29 18:59,2017/9/29 19:33,11067
11147,20170929,热点专题,俺爹是卧底(29)(高清),2017/9/29 20:28,2017/9/29 21:11,11067
11147,20170929,热点专题,俺爹是卧底(31)(高清),2017/9/29 21:53,2017/9/29 22:33,11067
11147,20170929,热点专题,俺爹是卧底(25)(高清),2017/9/29 17:37,2017/9/29 18:16,11067
11147,20170929,热点专题,俺爹是卧底(24)(高清),2017/9/29 16:54,2017/9/29 17:38,11067
11147,20170930,热点专题,俺爹是卧底(35)(高清),2017/9/30 8:22,2017/9/30 17:50,11067
11147,20170930,热点专题,俺爹是卧底(34)(高清),2017/9/30 7:51,2017/9/30 8:22,11067
11147,20170930,热点专题,俺爹是卧底(38)(高清),2017/9/30 19:17,2017/9/30 22:40,11067
11147,20170930,热点专题,俺爹是卧底(40)大结局(高清),2017/9/30 22:39,2017/9/30 23:20,11067
11147,20170930,热点专题,俺爹是卧底(36)(高清),2017/9/30 17:50,2017/9/30 18:31,11067
11147,20170930,热点专题,俺爹是卧底(37)(高清),2017/9/30 18:31,2017/9/30 19:17,11067
11147,20170930,热点专题,俺爹是卧底(33)(高清),2017/9/30 7:22,2017/9/30 7:51,11067
11147,20170930,热点专题,俺爹是卧底(32)(高清),2017/9/29 22:33,2017/9/30 7:21,11067
11152,20170704,精彩点,07月01日 我想和你唱 第二季：韩磊现场尬舞小歌迷(高清),2017/7/4 8:43,2017/7/4 10:08,10448
11152,20170704,精彩点,05月07日 来吧冠军 第二季：张柏芝流泪表白女排(高清),2017/7/4 10:26,2017/7/4 11:02,10448
11152,20170704,精彩点,05月07日 来吧冠军 第二季：张柏芝流泪表白女排(高清),2017/7/4 11:38,2017/7/4 12:36,10448
11152,20170704,精彩点,05月14日 来吧冠军 第二季：速滑接力冠军队起飞惊呆宋茜(高清),2017/7/4 12:36,2017/7/4 13:50,10448
11152,20170704,精彩点,05月07日 来吧冠军 第二季：张柏芝流泪表白女排(高清),2017/7/4 11:02,2017/7/4 11:38,10448
11152,20170704,精彩点,复合大师(01)(高清),2017/7/4 8:24,2017/7/4 8:43,10448
11152,20170708,精彩点,06月30日 奔跑吧：收官之战！邓超遇王力宏变迷弟(高清),2017/7/8 18:01,2017/7/8 19:53,10448
11152,20170712,精彩点,白鹿原(08)(高清),2017/7/12 16:40,2017/7/12 17:19,10448
11152,20170713,精彩点,白鹿原(13)(高清),2017/7/13 10:42,2017/7/13 11:41,10448
11152,20170713,精彩点,白鹿原(16)(高清),2017/7/13 13:01,2017/7/13 13:40,10448
11152,20170713,精彩点,楚乔传(44)(高清),2017/7/13 10:41,2017/7/13 10:42,10448
11152,20170713,精彩点,白鹿原(13)(高清),2017/7/13 11:40,2017/7/13 11:44,10448
11152,20170713,精彩点,白鹿原(14)(高清),2017/7/13 11:44,2017/7/13 12:21,10448
11152,20170713,精彩点,白鹿原(15)(高清),2017/7/13 12:21,2017/7/13 13:01,10448
11152,20170713,精彩点,白鹿原(17)(高清),2017/7/13 13:40,2017/7/13 15:37,10448
11152,20170715,精彩点,白鹿原(22)(高清),2017/7/15 9:26,2017/7/15 10:18,10448
11152,20170715,精彩点,白鹿原(27)(高清),2017/7/15 15:50,2017/7/15 16:08,10448
11152,20170715,精彩点,白鹿原(22)(高清),2017/7/15 10:18,2017/7/15 10:39,10448
11152,20170715,精彩点,白鹿原(27)(高清),2017/7/15 14:47,2017/7/15 15:50,10448
11152,20170715,精彩点,白鹿原(25)(高清),2017/7/15 12:49,2017/7/15 14:04,10448
11152,20170715,精彩点,白鹿原(26)(高清),2017/7/15 14:04,2017/7/15 14:47,10448
11152,20170715,精彩点,白鹿原(23)(高清),2017/7/15 12:43,2017/7/15 12:49,10448
11152,20170715,精彩点,白鹿原(23)(高清),2017/7/15 10:39,2017/7/15 12:43,10448
11152,20170715,精彩点,白鹿原(21)(高清),2017/7/15 9:06,2017/7/15 9:26,10448
11152,20170715,精彩点,白鹿原(21)(高清),2017/7/15 8:19,2017/7/15 9:06,10448
11152,20170717,精彩点,白鹿原(54)(高清),2017/7/17 20:15,2017/7/17 20:59,10448
11152,20170717,精彩点,白鹿原(53)(高清),2017/7/17 19:36,2017/7/17 20:15,10448
11152,20170717,精彩点,白鹿原(55)(高清),2017/7/17 20:59,2017/7/17 21:38,10448
11152,20170717,精彩点,白鹿原(57)(高清),2017/7/17 22:29,2017/7/17 23:10,10448
11152,20170717,精彩点,白鹿原(56)(高清),2017/7/17 21:38,2017/7/17 22:30,10448
11152,20170718,精彩点,白鹿原(60)(高清),2017/7/18 20:41,2017/7/18 21:21,10448
11152,20170718,精彩点,白鹿原(59)(高清),2017/7/18 18:40,2017/7/18 18:43,10448
11152,20170718,精彩点,白鹿原(58)(高清),2017/7/18 18:43,2017/7/18 19:25,10448
11152,20170718,精彩点,白鹿原(59)(高清),2017/7/18 19:25,2017/7/18 20:05,10448
11152,20170719,精彩点,白鹿原(66)(高清),2017/7/19 19:41,2017/7/19 20:19,10448
11152,20170719,精彩点,白鹿原(68)(高清),2017/7/19 20:59,2017/7/19 21:39,10448
11152,20170719,精彩点,白鹿原(67)(高清),2017/7/19 20:19,2017/7/19 20:59,10448
11152,20170719,精彩点,白鹿原(63)(高清),2017/7/19 9:08,2017/7/19 9:09,10448
11152,20170719,精彩点,白鹿原(69)(高清),2017/7/19 21:39,2017/7/19 22:19,10448
11152,20170719,精彩点,白鹿原(65)(高清),2017/7/19 19:25,2017/7/19 19:41,10448
11152,20170720,精彩点,白鹿原(72)(高清),2017/7/20 8:25,2017/7/20 9:14,10448
11152,20170722,精彩点,夏至未至(04)(高清),2017/7/22 14:53,2017/7/22 14:54,10448
11152,20170722,精彩点,我的前半生(03)(高清),2017/7/22 15:37,2017/7/22 16:17,10448
11152,20170722,精彩点,我的前半生(02)(高清),2017/7/22 14:56,2017/7/22 15:37,10448
11152,20170722,精彩点,我的前半生(08)(高清),2017/7/22 20:20,2017/7/22 20:24,10448
11152,20170722,精彩点,我的前半生(08)(高清),2017/7/22 19:55,2017/7/22 20:20,10448
11152,20170722,精彩点,我的前半生(10)(高清),2017/7/22 20:24,2017/7/22 21:05,10448
11152,20170722,精彩点,我的前半生(07)(高清),2017/7/22 18:46,2017/7/22 19:26,10448
11152,20170722,精彩点,我的前半生(01)(高清),2017/7/22 14:54,2017/7/22 14:56,10448
11152,20170722,精彩点,我的前半生(04)(高清),2017/7/22 16:16,2017/7/22 17:19,10448
11152,20170722,精彩点,我的前半生(05)(高清),2017/7/22 17:19,2017/7/22 18:03,10448
11152,20170722,精彩点,夏至未至(01)(高清),2017/7/22 14:32,2017/7/22 14:53,10448
11152,20170722,精彩点,我的前半生(06)(高清),2017/7/22 18:03,2017/7/22 18:46,10448
11152,20170723,精彩点,我的前半生(16)(高清),2017/7/23 14:01,2017/7/23 14:42,10448
11152,20170723,精彩点,我的前半生(17)(高清),2017/7/23 14:44,2017/7/23 15:25,10448
11152,20170723,精彩点,我的前半生(22)(高清),2017/7/23 22:16,2017/7/23 22:59,10448
11152,20170723,精彩点,我的前半生(21)(高清),2017/7/23 21:39,2017/7/23 22:16,10448
11152,20170723,精彩点,我的前半生(20)(高清),2017/7/23 17:06,2017/7/23 17:44,10448
11152,20170723,精彩点,我的前半生(21)(高清),2017/7/23 17:45,2017/7/23 17:49,10448
11152,20170723,精彩点,我的前半生(19)(高清),2017/7/23 17:05,2017/7/23 17:06,10448
11152,20170723,精彩点,我的前半生(15)(高清),2017/7/23 13:19,2017/7/23 14:01,10448
11152,20170723,精彩点,我的前半生(18)(高清),2017/7/23 15:25,2017/7/23 16:58,10448
11152,20170723,精彩点,我的前半生(18)(高清),2017/7/23 16:58,2017/7/23 17:05,10448
11152,20170724,精彩点,我的前半生(24)(高清),2017/7/24 7:27,2017/7/24 7:59,10448
11152,20170724,精彩点,我的前半生(30)(高清),2017/7/24 21:39,2017/7/24 22:19,10448
11152,20170724,精彩点,我的前半生(25)(高清),2017/7/24 21:37,2017/7/24 21:38,10448
11152,20170724,精彩点,我的前半生(23)(高清),2017/7/24 6:47,2017/7/24 7:27,10448
11152,20170729,精彩点,剃刀边缘(01)(高清),2017/7/29 14:23,2017/7/29 15:05,10448
11152,20170729,精彩点,剃刀边缘(02)(高清),2017/7/29 15:05,2017/7/29 15:45,10448
11152,20170730,精彩点,剃刀边缘(48)(大结局)(高清),2017/7/30 9:25,2017/7/30 9:35,10448
11152,20170730,精彩点,剃刀边缘(07)(高清),2017/7/30 6:46,2017/7/30 7:26,10448
11152,20170730,精彩点,剃刀边缘(08)(高清),2017/7/30 7:26,2017/7/30 7:50,10448
11152,20170730,精彩点,剃刀边缘(48)(大结局)(高清),2017/7/30 9:35,2017/7/30 10:05,10448
11152,20170730,精彩点,剃刀边缘(10)(高清),2017/7/30 8:47,2017/7/30 9:25,10448
11152,20170730,精彩点,剃刀边缘(09)(高清),2017/7/30 8:15,2017/7/30 8:47,10448
11152,20170730,精彩点,剃刀边缘(08)(高清),2017/7/30 7:50,2017/7/30 8:15,10448
11152,20170803,精彩点,醉玲珑(01)(高清),2017/8/3 14:19,2017/8/3 15:24,10448
11152,20170803,精彩点,醉玲珑(02)(高清),2017/8/3 15:24,2017/8/3 16:06,10448
11152,20170804,精彩点,醉玲珑(04)(高清),2017/8/4 10:12,2017/8/4 10:54,10448
11152,20170804,精彩点,醉玲珑(07)(高清),2017/8/4 14:42,2017/8/4 15:26,10448
11152,20170804,精彩点,醉玲珑(05)(高清),2017/8/4 10:54,2017/8/4 11:45,10448
11152,20170804,精彩点,醉玲珑(06)(高清),2017/8/4 14:36,2017/8/4 14:42,10448
11152,20170805,精彩点,醉玲珑(08)(高清),2017/8/5 7:35,2017/8/5 7:50,10448
11152,20170805,精彩点,醉玲珑(09)(高清),2017/8/5 7:50,2017/8/5 11:46,10448
11152,20170805,精彩点,醉玲珑(08)(高清),2017/8/5 7:21,2017/8/5 7:35,10448
11152,20170806,精彩点,醉玲珑(11)(高清),2017/8/6 7:10,2017/8/6 8:13,10448
11152,20170806,热点专题,无人区(高清),2017/8/6 19:48,2017/8/6 21:41,10448
11152,20170806,精彩点,醉玲珑(11)(高清),2017/8/6 8:13,2017/8/6 8:18,10448
11152,20170806,热点专题,无人区(高清)(徐峥黄渤，西部乱炖),2017/8/6 19:48,2017/8/6 21:41,10448
11152,20170806,精彩点,醉玲珑(15)(高清),2017/8/6 17:34,2017/8/6 18:14,10448
11152,20170806,精彩点,醉玲珑(14)(高清),2017/8/6 17:03,2017/8/6 17:34,10448
11152,20170812,精彩点,醉玲珑(19)(高清),2017/8/12 17:13,2017/8/12 20:58,10448
11152,20170812,精彩点,醉玲珑(19)(高清),2017/8/12 16:13,2017/8/12 17:13,10448
11152,20170812,精彩点,醉玲珑(19)(高清),2017/8/12 20:58,2017/8/12 21:02,10448
11152,20170812,精彩点,醉玲珑(18)(高清),2017/8/12 15:37,2017/8/12 16:13,10448
11152,20170812,精彩点,醉玲珑(17)(高清),2017/8/12 14:55,2017/8/12 15:37,10448
11152,20170814,精彩点,叹得好健康(02),2017/8/14 21:45,2017/8/14 22:06,10448
11152,20170814,精彩点,红色通道(01)(高清),2017/8/14 21:13,2017/8/14 21:25,10448
11152,20170814,精彩点,叹得好健康(01),2017/8/14 21:25,2017/8/14 21:45,10448
11152,20170815,精彩点,来自天堂的航班(高清),2017/8/15 10:11,2017/8/15 10:13,10448
11152,20170815,精彩点,27宜嫁(高清),2017/8/15 10:17,2017/8/15 11:23,10448
11152,20170815,精彩点,来自天堂的航班(高清)(一场画展揭开的身世之谜),2017/8/15 10:11,2017/8/15 10:13,10448
11152,20170815,精彩点,不要回头(高清),2017/8/15 9:00,2017/8/15 10:11,10448
11152,20170815,精彩点,洗罪(高清)(冰天雪地成藏罪之地),2017/8/15 10:13,2017/8/15 10:17,10448
11152,20170815,精彩点,27套礼服(高清)(《穿普拉达的女王》姐妹篇),2017/8/15 10:17,2017/8/15 11:23,10448
11152,20170815,精彩点,一条狗的使命(高清)(人宠相依诉说四世情话),2017/8/15 7:44,2017/8/15 8:57,10448
11152,20170815,精彩点,一条狗的使命(高清),2017/8/15 7:44,2017/8/15 8:57,10448
11152,20170815,精彩点,不要回头(高清)(苏菲玛索变脸莫妮卡，两女神性感斗艳),2017/8/15 9:00,2017/8/15 10:11,10448
11152,20170815,精彩点,洗罪(高清),2017/8/15 10:13,2017/8/15 10:17,10448
11152,20170815,精彩点,老友记 第一季(01)(高清),2017/8/15 7:41,2017/8/15 7:44,10448
11152,20170817,精彩点,龙珠传奇(01)(高清),2017/8/17 16:08,2017/8/17 16:17,10448
11152,20170818,精彩点,极限挑战 第一季番外篇20151005期(高清),2017/8/18 9:15,2017/8/18 9:17,10448
11152,20170818,精彩点,08月12日 中餐厅：崔老师爆赵薇周冬雨趣事(高清),2017/8/18 9:17,2017/8/18 10:08,10448
11152,20170820,精彩点,11月26日 十二道锋味 第三季：谢霆锋含泪感恩(高清),2017/8/20 18:42,2017/8/20 19:45,10448
11152,20170820,精彩点,十二道锋味 第三季：谢霆锋含泪感恩(高清),2017/8/20 18:42,2017/8/20 19:45,10448
11152,20170827,精彩点,醉玲珑(28)(高清),2017/8/27 10:00,2017/8/27 10:11,10448
11152,20170827,精彩点,醉玲珑(28)(高清),2017/8/27 9:02,2017/8/27 10:00,10448
11152,20170829,精彩点,龙珠传奇(13)(高清),2017/8/29 17:11,2017/8/29 17:40,10448
11152,20170829,精彩点,龙珠传奇(12)(高清),2017/8/29 15:14,2017/8/29 17:06,10448
11152,20170829,精彩点,龙珠传奇(12)(高清),2017/8/29 17:06,2017/8/29 17:11,10448
11152,20170830,精彩点,叹得好健康(01),2017/8/30 8:50,2017/8/30 9:29,10448
11152,20170830,精彩点,叹得好健康(14),2017/8/30 19:26,2017/8/30 19:46,10448
11152,20170830,精彩点,叹得好健康(03),2017/8/30 9:49,2017/8/30 10:09,10448
11152,20170830,精彩点,叹得好健康(06),2017/8/30 13:54,2017/8/30 14:14,10448
11152,20170830,精彩点,叹得好健康(09),2017/8/30 14:56,2017/8/30 15:15,10448
11152,20170830,精彩点,叹得好健康(07),2017/8/30 14:14,2017/8/30 14:35,10448
11152,20170830,精彩点,叹得好健康(13),2017/8/30 19:06,2017/8/30 19:26,10448
11152,20170830,精彩点,同盟(16),2017/8/30 15:45,2017/8/30 15:47,10448
11152,20170830,精彩点,叹得好健康(10),2017/8/30 15:15,2017/8/30 15:45,10448
11152,20170830,精彩点,叹得好健康(05),2017/8/30 13:52,2017/8/30 13:54,10448
11152,20170830,精彩点,叹得好健康(15),2017/8/30 19:46,2017/8/30 20:07,10448
11152,20170830,精彩点,八九不离十(01),2017/8/30 8:43,2017/8/30 8:49,10448
11152,20170830,精彩点,叹得好健康(08),2017/8/30 14:35,2017/8/30 14:56,10448
11152,20170830,精彩点,叹得好健康(05),2017/8/30 10:29,2017/8/30 13:51,10448
11152,20170830,精彩点,叹得好健康(04),2017/8/30 10:09,2017/8/30 10:29,10448
11152,20170830,精彩点,叹得好健康(02),2017/8/30 9:29,2017/8/30 9:49,10448
11152,20170901,精彩点,第九区(高清)(人类反省的科幻巨作),2017/9/1 17:10,2017/9/1 17:14,10448
11152,20170901,精彩点,光荣绽放：袁泉-女人敢于选择(高清),2017/9/1 12:38,2017/9/1 13:33,10448
11152,20170901,精彩点,08月26日 中餐厅：周冬雨迎主厨挑战(高清),2017/9/1 10:59,2017/9/1 12:37,10448
11152,20170902,精彩点,09月01日 中国新歌声 第二季：郭沁治愈嗓音征服E神(高清),2017/9/2 18:16,2017/9/2 19:52,10448
11152,20170902,精彩点,08月26日 中餐厅：周冬雨迎主厨挑战(高清),2017/9/2 19:54,2017/9/2 19:55,10448
11152,20170902,精彩点,09月01日 中国新歌声 第二季：郭沁治愈嗓音征服E神(高清),2017/9/2 19:52,2017/9/2 19:53,10448
11152,20170903,精彩点,灿烂的外母(05),2017/9/3 8:15,2017/9/3 8:57,10448
11152,20170903,精彩点,灿烂的外母(04),2017/9/3 8:06,2017/9/3 8:15,10448
11152,20170903,精彩点,灿烂的外母(04),2017/9/3 7:20,2017/9/3 8:06,10448
11152,20170906,精彩点,人间至味是清欢(03)(高清),2017/9/6 13:22,2017/9/6 14:24,10448
11152,20170907,精彩点,人间至味是清欢(11)(高清),2017/9/7 11:55,2017/9/7 12:10,10448
11152,20170907,精彩点,人间至味是清欢(13)(高清),2017/9/7 13:18,2017/9/7 14:47,10448
