用户号,业务品牌,用户状态,状态改变时间,预存款,套餐,销售品,资费,入网时间,销售品生效时间,销售品失效时间,机顶盒编号
10576,互动电视,正常        ,20150719,0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141216,20141216,20500101,10810
10031,互动电视,正常        ,20160425,0,乐惠套餐-15M-2年-2160元-送1年,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20100930,20160404,20500101,10763
11180,互动电视,正常        ,20160603,362.5,乐惠套餐-20M-包月-89元-看电视送宽带用户续费,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160603,20170501,20500101,11237
10831,互动电视,正常        ,20160119,15.01,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10218
10580,互动电视,正常        ,20150304,0,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20141219,20141219,20500101,11127
10070,互动电视,正常        ,20130703,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130703,20130703,20500101,10648
10305,互动电视,正常        ,20171031,12,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131028,20131028,20500101,10955
10943,互动电视,正常        ,20160317,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160317,20160317,20500101,11038
10942,互动电视,正常        ,20160317,59,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160317,20160317,20500101,11257
10788,互动电视,正常        ,20151228,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20151228,20151228,20500101,10433
10323,互动电视,正常        ,20161126,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131104,20131104,20500101,10580
10479,互动电视,正常        ,20140213,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140213,20150101,20500101,10043
10044,互动电视,正常        ,20130621,0,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130621,20130621,20500101,11163
10218,互动电视,正常        ,20130914,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20130914,20130914,20500101,10675
10219,互动电视,正常        ,20130914,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130914,20150101,20500101,10268
10453,互动电视,正常        ,20140119,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140119,20140119,20500101,10974
10344,互动电视,正常        ,20170524,308.13,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131122,20131122,20500101,10104
10892,互动电视,正常        ,20160204,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160204,20160204,20500101,10564
10047,互动电视,正常        ,20130623,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130623,20150101,20500101,10475
10046,互动电视,正常        ,20130628,0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130628,20130628,20500101,10750
10744,互动电视,正常        ,20151103,0,乐惠套餐-10M-1年-1080元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151103,20151103,20500101,10987
10745,互动电视,正常        ,20151103,0,,互动59元包-480预存,互动59元包,20151103,20151103,20500101,10977
11199,互动电视,正常        ,20140810,0,,互动600-捆快乐点2年-送12M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20140810,20140810,20500101,11302
10712,互动电视,正常        ,20150907,0,,互动标准包,互动标准包-包月-26.5元,20150907,20170101,20500101,11109
10338,互动电视,正常        ,20131120,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20131120,20131120,20500101,11144
10371,互动电视,正常        ,20131205,0,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131205,20131205,20500101,10481
10756,互动电视,正常        ,20170124,32.5,"乐惠32.5节目包-2年-780元(送10M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包,20151119,20151119,20500101,10387
10111,互动电视,正常        ,20130804,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130804,20130804,20500101,10554
10941,互动电视,正常        ,20160317,0,,互动59元包-600预存,互动59元包-600预存,20160317,20160317,20500101,11077
10835,互动电视,正常        ,20160119,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10186
10582,互动电视,正常        ,20141221,0,乐惠套餐-12M-1年-1180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-380购机,20141221,20141221,20500101,10856
10919,互动电视,正常        ,20170919,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160302,20160302,20500101,10997
10281,互动电视,正常        ,20170819,160,月享套餐-30M-包月-89元-预存200,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20131015,20170901,20500101,10470
10325,互动电视,正常        ,20131106,10,[13年底促销]6M融合套餐1(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑200元增值费,[互动+宽带]互动(26.5元/月)-捆绑200元增值费(资费),20131106,20131106,20500101,10110
10722,互动电视,正常        ,20150922,0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150922,20150922,20500101,11140
10900,互动电视,正常        ,20160216,0,,互动59元包-600预存,互动59元包-600预存,20160216,20160216,20500101,11236
11004,互动电视,正常        ,20160511,60,,互动59元包-600预存,互动59元包-600预存,20160511,20160511,20500101,10424
10726,互动电视,正常        ,20150928,330,月享套餐-30M-包月-89元-看电视送宽带续费,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20150928,20170801,20500101,10933
10592,互动电视,正常        ,20141228,0,,互动标准包-600购机-送快乐点2年-12M体验,互动600购机-26.5元-送快乐点2年-送12M体验,20141228,20141228,20500101,10872
10593,互动电视,正常        ,20141228,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20141228,20150101,20500101,10874
11212,互动电视,正常        ,20160921,180,,互动59元包-600预存,互动59元包-600预存,20160921,20160921,20500101,11225
10288,互动电视,正常        ,20131021,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131021,20131021,20500101,11085
10264,互动电视,正常        ,20130929,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130929,20130929,20500101,10660
11239,互动电视,正常        ,20171031,13.51,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140523,20140523,20500101,10040
10956,互动电视,正常        ,20160323,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160323,20160323,20500101,10353
10782,互动电视,正常        ,20151228,0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151228,20151228,20500101,10356
11190,互动电视,正常        ,20160706,120,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160706,20160706,20500101,11242
11098,互动电视,正常        ,20160822,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160822,20160822,20500101,10486
10631,互动电视,正常        ,20150217,0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150217,20150217,20500101,10895
10672,互动电视,正常        ,20150716,0,,互动标准包,互动标准包-包月-26.5元,20150716,20161201,20500101,10180
11225,互动电视,正常        ,20161124,0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140428,20140428,20500101,10131
11226,互动电视,正常        ,20161213,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140428,20150101,20500101,11243
10067,互动电视,正常        ,20170831,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130629,20150101,20500101,10599
10066,互动电视,正常        ,20170824,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130629,20130629,20500101,10362
10245,互动电视,正常        ,20130924,0,,互动39元包,互动39元包,20130924,20151101,20500101,11239
10883,互动电视,正常        ,20160203,0,,互动59元包-600预存,互动59元包-600预存,20160203,20160203,20500101,10726
10561,互动电视,正常        ,20141123,0,乐惠套餐-12M-3年-2180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20141123,20141123,20500101,10853
10762,互动电视,正常        ,20151201,0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20151201,20151201,20500101,11033
11045,互动电视,正常        ,20170830,388,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160614,20160614,20500101,10590
10197,互动电视,正常        ,20130908,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130908,20130908,20500101,10728
10911,互动电视,正常        ,20160225,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160225,20160225,20500101,10025
10910,互动电视,正常        ,20160225,30,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160225,20160225,20500101,10425
11039,互动电视,正常        ,20160607,90,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160607,20160607,20500101,10460
11040,互动电视,正常        ,20160607,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160607,20160607,20500101,11310
11231,互动电视,正常        ,20140512,0,乐惠套餐-6M-1年-980,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20140512,20140512,20500101,10052
11051,互动电视,正常        ,20160616,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160616,20160616,20500101,10409
10989,互动电视,正常        ,20160426,30,,互动59元包-600预存,互动59元包-600预存,20160426,20160426,20500101,10126
10460,互动电视,正常        ,20140723,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20140120,20140120,20500101,10341
10720,互动电视,正常        ,20150921,100,"乐惠32.5节目包-2年-780元(送10M宽带1年,限新宽带)",互动+联合宽带-59元包,互动+联合宽带-59元包,20150921,20150921,20500101,10478
11136,互动电视,正常        ,20161103,240,,互动59元包-600预存,互动59元包-600预存,20161103,20161103,20500101,10284
10512,互动电视,正常        ,20130323,0,6M融合套餐2(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20070806,20131101,20500101,10208
10797,互动电视,正常        ,20151230,180,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20151230,20151230,20500101,10956
10080,互动电视,正常        ,20151130,0,,互动49元包,互动49元包,20130709,20151201,20500101,10295
10269,互动电视,正常        ,20141022,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131003,20131003,20500101,10466
11105,互动电视,正常        ,20160921,190,乐惠套餐-25M-包月-109元-预存600元-赠送360元分36个月返还,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160921,20160921,20500101,10152
11093,互动电视,正常        ,20160804,150,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160804,20160804,20500101,10722
10172,互动电视,正常        ,20130903,110.03,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20130903,20160601,20500101,11229
10232,互动电视,正常        ,20130919,0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130919,20130919,20500101,10286
10894,互动电视,正常        ,20160204,0,乐惠套餐-25M-包月-109元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160204,20160204,20500101,10754
11138,互动电视,正常        ,20161107,240,,互动59元包-600预存,互动59元包-600预存,20161107,20161107,20500101,10627
10842,互动电视,正常        ,20160119,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160119,20160119,20500101,10604
10978,互动电视,正常        ,20160417,0,月享套餐-30M-包月-89元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-17年月享,20160417,20170901,20500101,11014
10524,互动电视,正常        ,20171009,180,,互动59元包-600预存,互动59元包-600预存,20160917,20160917,20500101,10712
11218,互动电视,正常        ,20170321,0,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20120627,20120627,20500101,10381
11222,互动电视,正常        ,20151116,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131021,20131021,20500101,10195
10393,互动电视,正常        ,20131221,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131221,20131221,20500101,10642
10955,互动电视,正常        ,20160322,0,,互动59元包-600预存,互动59元包-600预存,20160322,20160322,20500101,11096
10627,互动电视,正常        ,20150217,0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150217,20150217,20500101,10909
10343,互动电视,正常        ,20131121,90,乐惠套餐-25M-包月-109元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20131121,20160701,20500101,10626
10740,互动电视,正常        ,20151021,0,乐惠套餐-15M-包月-89元-看电视送宽带用户续费,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20151021,20161201,20500101,10355
10051,互动电视,正常        ,20130621,0,6M融合套餐-提速提价1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130621,20130621,20500101,10079
10255,互动电视,正常        ,20130928,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20130928,20130928,20500101,10225
11005,互动电视,正常        ,20170105,60,,互动59元包-600预存,互动59元包-600预存,20160511,20160511,20500101,11184
10764,互动电视,正常        ,20161124,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20151208,20151208,20500101,10252
10992,互动电视,正常        ,20160502,60,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160502,20160502,20500101,10331
10497,互动电视,正常        ,20130822,0,,[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆绑全时移回看(前三个月返还)(资费),20130822,20130822,20500101,10636
10644,互动电视,正常        ,20150506,0,,互动标准包-688购机-送快乐点半年(到期顺延)-15M体验,互动标准包-包月-688购机-送快乐点半年(到期顺延)-15M体验,20150506,20150506,20500101,10852
11245,互动电视,正常        ,20140614,0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140614,20140614,20500101,10808
11035,互动电视,正常        ,20160807,90,,互动59元包-600预存,互动59元包-600预存,20160606,20160606,20500101,10051
10220,互动电视,正常        ,20130918,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20130918,20130918,20500101,10963
10221,互动电视,正常        ,20140916,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20130918,20150101,20500101,10071
10985,互动电视,正常        ,20160423,30,,互动59元包-600预存,互动59元包-600预存,20160423,20160423,20500101,10109
11047,互动电视,正常        ,20160614,90,,互动59元包-600预存,互动59元包-600预存,20160614,20160614,20500101,10222
10474,互动电视,正常        ,20140129,0,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20140129,20140129,20500101,10243
10964,互动电视,正常        ,20160330,0,,互动59元包-600预存,互动59元包-600预存,20160330,20160330,20500101,10508
10436,互动电视,正常        ,20140113,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20140113,20150101,20500101,10101
10437,互动电视,正常        ,20140113,0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20140113,20140113,20500101,11067
10816,互动电视,正常        ,20160114,0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160114,20160114,20500101,10385
10043,互动电视,正常        ,20140219,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130604,20130604,20500101,10275
11156,互动电视,正常        ,20170724,379,,互动59元包-600预存,互动59元包-600预存,20161207,20161207,20500101,10411
10620,互动电视,正常        ,20150203,0,,互动标准包-600预存-送快乐点2年(到期顺延)-送15M体验,互动标准包-包月-26.5元-600预存-送快乐点2年(到期顺延)-15M体验,20150203,20150203,20500101,10901
11171,互动电视,正常        ,20150122,0,乐惠套餐-15M-2年-1780元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150122,20150122,20500101,10870
10771,互动电视,正常        ,20151223,0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20151223,20151223,20500101,11308
11242,互动电视,正常        ,20170323,0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140607,20140607,20500101,11022
10556,互动电视,正常        ,20141118,0,乐惠套餐-12M-1年-1180,互动+联合宽带-380购机,互动+联合宽带-包月-26.5元-380购机,20141118,20141118,20500101,10942
10029,互动电视,正常        ,20090228,100,[13年底促销]6M融合套餐-到期提速2(互动+宽带),[互动+宽带]互动(26.5元/月)-捆绑300元增值费,[互动+宽带]互动(26.5元/月)-捆绑300元增值费(资费),20071025,20131209,20500101,10689
10621,互动电视,正常        ,20150204,0,乐惠套餐-15M-3年-2080元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150204,20150204,20500101,10912
10787,互动电视,正常        ,20151228,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20151228,20151228,20500101,10125
10465,互动电视,正常        ,20140521,0,10M融合套餐1(互动+宽带),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带10M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20140126,20140126,20500101,10143
10625,互动电视,正常        ,20150921,0,乐惠套餐-15M-1年-1180元(A),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-200购机,20150211,20150211,20500101,10825
10575,互动电视,正常        ,20141217,0,乐惠套餐-12M-1年-1180,互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-380购机,20141217,20141217,20500101,10849
11185,互动电视,正常        ,20160930,180,乐惠套餐-8M-包月-69元-预存600元,互动+联合宽带-49元-月享,互动+联合宽带-49元-月享,20160930,20160930,20500101,10591
10738,互动电视,正常        ,20151020,0,,互动49元包,互动49元包,20151020,20170301,20500101,10234
10014,互动电视,正常        ,20090125,0,,优惠购机一(499元)(26.5元/月),优惠购机一(499元)(26.5元/月)(资费),20070908,20120401,20500101,10354
10723,互动电视,正常        ,20150926,0,,互动49元包-200预存-捆直播108+高清英超1年,互动49元包-200预存-捆直播108+高清英超1年,20150926,20150926,20500101,11048
10101,互动电视,正常        ,20130728,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130728,20130728,20500101,11289
10296,互动电视,正常        ,20131023,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131023,20131023,20500101,10081
10300,互动电视,正常        ,20131024,0,,互动标准包(副卡),互动标准包(副卡)-包月-26.5元,20131024,20150101,20500101,10683
11173,互动电视,正常        ,20150618,0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150618,20150618,20500101,10940
10389,互动电视,正常        ,20131226,154.56,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131226,20131226,20500101,10408
11157,互动电视,正常        ,20161212,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20161212,20161212,20500101,10120
10814,互动电视,正常        ,20160829,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160113,20160113,20500101,10236
10680,互动电视,正常        ,20150720,0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20150720,20150720,20500101,11191
10174,互动电视,正常        ,20170322,64.27,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130903,20130903,20500101,11199
11014,互动电视,正常        ,20160531,0,,互动标准包(副卡),互动标准包(副卡)-388购机-包月-26.5元,20160531,20160531,20500101,10507
10863,互动电视,正常        ,20160226,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160128,20160128,20500101,10287
10476,互动电视,正常        ,20140129,0,[互动+宽带]12M融合套餐(1180),[互动+宽带]互动标准套餐(26.5元)—380购机入网,互动+联合宽带-包月-26.5元-380购机,20140129,20140129,20500101,10661
10603,互动电视,正常        ,20150323,85.7,,互动标准包-600预存-送快乐点2年(到期停)-送15M体验,互动标准包-600预存-26.5元-捆快乐点2年-送15M体验 ,20150113,20150113,20500101,10886
10604,互动电视,正常        ,20150323,0,,互动标准包,[互动]优惠购机(388元)(26.5元/月)(资费),20150113,20150113,20500101,10888
10511,互动电视,正常        ,20161211,275,6M融合套餐-提速提价2(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20070828,20130519,20500101,10999
10800,互动电视,正常        ,20160109,0,乐惠套餐-15M-1年-1180元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20160109,20160109,20500101,11046
10673,互动电视,正常        ,20150713,0,乐惠套餐-25M-3年-2380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150713,20150713,20500101,10945
10291,互动电视,正常        ,20131023,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131023,20131023,20500101,10672
11204,互动电视,正常        ,20150618,0,乐惠套餐-25M-1年-1380元(C),互动+联合宽带-标准包,互动+联合宽带-包月-26.5元-280购机,20150618,20150618,20500101,10643
10857,互动电视,正常        ,20160127,0,,互动标准包-688购机-送快乐点半年(到期顺延),互动标准包-包月-26.5元-688购机-送快乐点半年(到期顺延),20160127,20160127,20500101,11208
10906,互动电视,正常        ,20160222,0,,互动标准包,互动标准包-包月-26.5元,20160222,20170301,20500101,11322
10878,互动电视,正常        ,20160203,0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20160203,20160203,20500101,10161
10351,互动电视,正常        ,20131126,0,,互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天),互动电视预存600入网(26.5元/月)-捆绑快乐点2年(含6M体验30天)(资费),20131126,20131126,20500101,11135
11022,互动电视,正常        ,20160526,60,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160526,20160526,20500101,10795
10310,互动电视,正常        ,20131029,0,,[互动]优惠购机(388元)(26.5元/月),[互动]优惠购机(388元)(26.5元/月)(资费),20131029,20131029,20500101,10371
10309,互动电视,正常        ,20131029,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20131029,20131029,20500101,10144
11221,互动电视,正常        ,20170923,161.5,,互动标准包-600预存-送快乐点2年(到期停),互动600预存-26.5元-捆快乐点2年,20130810,20130810,20500101,10583
10794,互动电视,正常        ,20170724,0,,互动标准包-688购机-送快乐点半年(到期停),互动标准包-包月-26.5元-688购机-送快乐点半年(到期停),20151228,20151228,20500101,10553
10062,互动电视,正常        ,20170322,0,,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看,[互动]优惠购机(688元设备费)(26.5元/月)-捆半年时移回看(资费),20130628,20130628,20500101,10570
10858,互动电视,正常        ,20160127,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160127,20160127,20500101,11159
11169,互动电视,正常        ,20140722,0,,互动600预存-捆快乐点2年,互动600预存-26.5元-捆快乐点2年,20140722,20140722,20500101,10686
10968,互动电视,正常        ,20160413,0,乐惠套餐-15M-包月-89元-预存1年费用,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20160413,20160413,20500101,11045
11170,互动电视,正常        ,20170918,270,乐惠套餐-15M-包月-89元-预存600元,互动+联合宽带-59元包-月享,互动+联合宽带-59元包-月享,20141228,20161201,20500101,10865
10100,互动电视,正常        ,20130727,0,6M融合套餐1(互动+宽带),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还),[互动+宽带6M]互动(26.5元/月)-捆时移回看(前三个月返还)(资费),20130727,20130727,20500101,10695
